,tone
9124,"{'document_tone': {'tones': [{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
9125,{'document_tone': {'tones': []}}
9126,"{'document_tone': {'tones': [{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
9127,"{'document_tone': {'tones': [{'score': 0.961633, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
9128,"{'document_tone': {'tones': [{'score': 0.976993, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
9129,{'document_tone': {'tones': []}}
9130,"{'document_tone': {'tones': [{'score': 0.833277, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9131,"{'document_tone': {'tones': [{'score': 0.833277, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9132,"{'document_tone': {'tones': [{'score': 0.723435, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9133,"{'document_tone': {'tones': [{'score': 0.619418, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
9134,"{'document_tone': {'tones': [{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
9135,"{'document_tone': {'tones': [{'score': 0.753823, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9136,"{'document_tone': {'tones': [{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
9137,"{'document_tone': {'tones': [{'score': 0.703333, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9138,"{'document_tone': {'tones': [{'score': 0.550617, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9139,"{'document_tone': {'tones': [{'score': 0.689887, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9140,"{'document_tone': {'tones': [{'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
9141,{'document_tone': {'tones': []}}
9142,"{'document_tone': {'tones': [{'score': 0.75526, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.971165, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Never again!', 'tones': [{'score': 0.97759, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'You have been warned!!', 'tones': [{'score': 0.931034, 'tone_id': 'fear', 'tone_name': 'Fear'}]}]}"
9143,"{'document_tone': {'tones': [{'score': 0.585642, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.961633, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
9144,{'document_tone': {'tones': []}}
9145,"{'document_tone': {'tones': [{'score': 0.707196, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
9146,"{'document_tone': {'tones': [{'score': 0.72046, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9147,"{'document_tone': {'tones': [{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
9148,"{'document_tone': {'tones': [{'score': 0.520732, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
9149,{'document_tone': {'tones': []}}
9150,"{'document_tone': {'tones': [{'score': 0.680737, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
9151,"{'document_tone': {'tones': [{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
9152,"{'document_tone': {'tones': [{'score': 0.931034, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.916667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
9153,{'document_tone': {'tones': []}}
9154,"{'document_tone': {'tones': [{'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
9155,"{'document_tone': {'tones': [{'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
9156,{'document_tone': {'tones': []}}
9157,"{'document_tone': {'tones': [{'score': 0.938622, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9158,"{'document_tone': {'tones': [{'score': 0.938622, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9159,"{'document_tone': {'tones': [{'score': 0.93884, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
9160,"{'document_tone': {'tones': [{'score': 0.93884, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
9161,"{'document_tone': {'tones': [{'score': 0.667931, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
9162,{'document_tone': {'tones': []}}
9163,"{'document_tone': {'tones': [{'score': 0.862998, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.798165, 'tone_id': 'fear', 'tone_name': 'Fear'}]}}"
9164,{'document_tone': {'tones': []}}
9165,{'document_tone': {'tones': []}}
9166,{'document_tone': {'tones': []}}
9167,{'document_tone': {'tones': []}}
9168,"{'document_tone': {'tones': [{'score': 0.969636, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9169,"{'document_tone': {'tones': [{'score': 0.861184, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9170,"{'document_tone': {'tones': [{'score': 0.790829, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9171,{'document_tone': {'tones': []}}
9172,"{'document_tone': {'tones': [{'score': 1.0, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
9173,"{'document_tone': {'tones': [{'score': 1.0, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
9174,"{'document_tone': {'tones': [{'score': 0.527422, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9175,"{'document_tone': {'tones': [{'score': 0.784187, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9176,"{'document_tone': {'tones': [{'score': 0.606659, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
9177,"{'document_tone': {'tones': [{'score': 0.606659, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
9178,"{'document_tone': {'tones': [{'score': 0.87271, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9179,"{'document_tone': {'tones': [{'score': 0.778286, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9180,"{'document_tone': {'tones': [{'score': 0.783155, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9181,"{'document_tone': {'tones': [{'score': 0.783155, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9182,"{'document_tone': {'tones': [{'score': 0.646538, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9183,"{'document_tone': {'tones': [{'score': 0.730149, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9184,"{'document_tone': {'tones': [{'score': 0.808325, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9185,"{'document_tone': {'tones': [{'score': 0.808325, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9186,"{'document_tone': {'tones': [{'score': 0.826297, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9187,"{'document_tone': {'tones': [{'score': 0.762565, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9188,"{'document_tone': {'tones': [{'score': 0.762565, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9189,{'document_tone': {'tones': []}}
9190,"{'document_tone': {'tones': [{'score': 0.902821, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9191,"{'document_tone': {'tones': [{'score': 0.884271, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9192,"{'document_tone': {'tones': [{'score': 0.530733, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9193,"{'document_tone': {'tones': [{'score': 0.530733, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9194,{'document_tone': {'tones': []}}
9195,"{'document_tone': {'tones': [{'score': 0.664928, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9196,"{'document_tone': {'tones': [{'score': 0.664928, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9197,"{'document_tone': {'tones': [{'score': 0.619869, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9198,{'document_tone': {'tones': []}}
9199,"{'document_tone': {'tones': [{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
9200,{'document_tone': {'tones': []}}
9201,"{'document_tone': {'tones': [{'score': 0.839812, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9202,"{'document_tone': {'tones': [{'score': 0.790585, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9203,"{'document_tone': {'tones': [{'score': 0.790585, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9204,"{'document_tone': {'tones': [{'score': 0.560828, 'tone_id': 'anger', 'tone_name': 'Anger'}]}}"
9205,{'document_tone': {'tones': []}}
9206,"{'document_tone': {'tones': [{'score': 0.727825, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9207,{'document_tone': {'tones': []}}
9208,"{'document_tone': {'tones': [{'score': 0.594646, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
9209,"{'document_tone': {'tones': [{'score': 0.594646, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
9210,"{'document_tone': {'tones': [{'score': 0.594646, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
9211,"{'document_tone': {'tones': [{'score': 0.561546, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9212,{'document_tone': {'tones': []}}
9213,{'document_tone': {'tones': []}}
9214,"{'document_tone': {'tones': [{'score': 0.818917, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9215,{'document_tone': {'tones': []}}
9216,"{'document_tone': {'tones': [{'score': 0.620062, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9217,"{'document_tone': {'tones': [{'score': 0.819666, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9218,"{'document_tone': {'tones': [{'score': 0.958169, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9219,"{'document_tone': {'tones': [{'score': 0.628844, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9220,"{'document_tone': {'tones': [{'score': 0.799278, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9221,"{'document_tone': {'tones': [{'score': 0.799278, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9222,"{'document_tone': {'tones': [{'score': 0.598241, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.961633, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
9223,{'document_tone': {'tones': []}}
9224,"{'document_tone': {'tones': [{'score': 0.673739, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.992758, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'very nice place.', 'tones': [{'score': 0.816644, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.989586, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': '... would visit again.', 'tones': []}]}"
9225,"{'document_tone': {'tones': [{'score': 0.673739, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.992758, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'very nice place.', 'tones': [{'score': 0.816644, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.989586, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': '... would visit again.', 'tones': []}]}"
9226,"{'document_tone': {'tones': [{'score': 0.781958, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9227,{'document_tone': {'tones': []}}
9228,"{'document_tone': {'tones': [{'score': 0.827809, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9229,"{'document_tone': {'tones': [{'score': 0.642375, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.97759, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
9230,{'document_tone': {'tones': []}}
9231,"{'document_tone': {'tones': [{'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
9232,{'document_tone': {'tones': []}}
9233,"{'document_tone': {'tones': [{'score': 0.837962, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9234,"{'document_tone': {'tones': [{'score': 0.548046, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9235,{'document_tone': {'tones': []}}
9236,"{'document_tone': {'tones': [{'score': 0.802407, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9237,"{'document_tone': {'tones': [{'score': 0.598556, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
9238,"{'document_tone': {'tones': [{'score': 0.598556, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
9239,"{'document_tone': {'tones': [{'score': 0.97759, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
9240,"{'document_tone': {'tones': [{'score': 0.952835, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Wonderful Hotel.', 'tones': [{'score': 0.895882, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'Great Value.', 'tones': [{'score': 0.794918, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]}"
9241,{'document_tone': {'tones': []}}
9242,"{'document_tone': {'tones': [{'score': 0.873388, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
9243,"{'document_tone': {'tones': [{'score': 0.901982, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9244,{'document_tone': {'tones': []}}
9245,"{'document_tone': {'tones': [{'score': 0.973574, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9246,"{'document_tone': {'tones': [{'score': 0.679352, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.97759, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
9247,"{'document_tone': {'tones': [{'score': 0.501785, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
9248,"{'document_tone': {'tones': [{'score': 0.863608, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
9249,"{'document_tone': {'tones': [{'score': 0.907747, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
9250,"{'document_tone': {'tones': [{'score': 0.755294, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9251,"{'document_tone': {'tones': [{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
9252,"{'document_tone': {'tones': [{'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
9253,"{'document_tone': {'tones': [{'score': 0.874319, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
9254,{'document_tone': {'tones': []}}
9255,{'document_tone': {'tones': []}}
9256,"{'document_tone': {'tones': [{'score': 0.680563, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9257,{'document_tone': {'tones': []}}
9258,{'document_tone': {'tones': []}}
9259,{'document_tone': {'tones': []}}
9260,{'document_tone': {'tones': []}}
9261,{'document_tone': {'tones': []}}
9262,{'document_tone': {'tones': []}}
9263,{'document_tone': {'tones': []}}
9264,{'document_tone': {'tones': []}}
9265,{'document_tone': {'tones': []}}
9266,{'document_tone': {'tones': []}}
9267,{'document_tone': {'tones': []}}
9268,"{'document_tone': {'tones': [{'score': 0.774519, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
9269,"{'document_tone': {'tones': [{'score': 0.775593, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
9270,{'document_tone': {'tones': []}}
9271,"{'document_tone': {'tones': [{'score': 0.550526, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
9272,{'document_tone': {'tones': []}}
9273,{'document_tone': {'tones': []}}
9274,{'document_tone': {'tones': []}}
9275,{'document_tone': {'tones': []}}
9276,"{'document_tone': {'tones': [{'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
9277,"{'document_tone': {'tones': [{'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
9278,"{'document_tone': {'tones': [{'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
9279,{'document_tone': {'tones': []}}
9280,{'document_tone': {'tones': []}}
9281,"{'document_tone': {'tones': [{'score': 0.881409, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9282,"{'document_tone': {'tones': [{'score': 0.881409, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9283,"{'document_tone': {'tones': [{'score': 0.881409, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9284,"{'document_tone': {'tones': [{'score': 0.790456, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9285,"{'document_tone': {'tones': [{'score': 0.790456, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9286,"{'document_tone': {'tones': [{'score': 0.82697, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9287,"{'document_tone': {'tones': [{'score': 0.82697, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9288,"{'document_tone': {'tones': [{'score': 0.82697, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9289,{'document_tone': {'tones': []}}
9290,"{'document_tone': {'tones': [{'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
9291,"{'document_tone': {'tones': [{'score': 0.822989, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9292,{'document_tone': {'tones': []}}
9293,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'top for the price.', 'tones': []}, {'sentence_id': 1, 'text': 'Superb price performance value', 'tones': []}]}"
9294,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'top for the price.', 'tones': []}, {'sentence_id': 1, 'text': 'Superb price performance value', 'tones': []}]}"
9295,"{'document_tone': {'tones': [{'score': 0.877296, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9296,{'document_tone': {'tones': []}}
9297,{'document_tone': {'tones': []}}
9298,{'document_tone': {'tones': []}}
9299,{'document_tone': {'tones': []}}
9300,"{'document_tone': {'tones': [{'score': 0.989586, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
9301,"{'document_tone': {'tones': [{'score': 0.559692, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9302,{'document_tone': {'tones': []}}
9303,"{'document_tone': {'tones': [{'score': 0.830375, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
9304,"{'document_tone': {'tones': [{'score': 0.812821, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9305,"{'document_tone': {'tones': [{'score': 0.797993, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
9306,"{'document_tone': {'tones': [{'score': 0.797993, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
9307,{'document_tone': {'tones': []}}
9308,"{'document_tone': {'tones': [{'score': 0.810404, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.966751, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Perfect hotel for a quick overnight stay near JRB and downtown Ft.', 'tones': [{'score': 0.723871, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'Worth', 'tones': []}]}"
9309,"{'document_tone': {'tones': [{'score': 0.64665, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9310,"{'document_tone': {'tones': [{'score': 0.805948, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.92125, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
9311,"{'document_tone': {'tones': [{'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
9312,"{'document_tone': {'tones': [{'score': 0.935738, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9313,"{'document_tone': {'tones': [{'score': 0.814354, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9314,"{'document_tone': {'tones': [{'score': 0.758848, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
9315,"{'document_tone': {'tones': [{'score': 0.5117, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9316,{'document_tone': {'tones': []}}
9317,"{'document_tone': {'tones': [{'score': 0.70534, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9318,"{'document_tone': {'tones': [{'score': 0.739618, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
9319,"{'document_tone': {'tones': [{'score': 0.961411, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
9320,"{'document_tone': {'tones': [{'score': 0.935277, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9321,"{'document_tone': {'tones': [{'score': 0.606915, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
9322,{'document_tone': {'tones': []}}
9323,"{'document_tone': {'tones': [{'score': 0.863036, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
